review_id,text,issue_category_code,source_code,rating,notes
qwen-staff-behavior-022,I appreciated the attentiveness of the room service staff.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-023,The housekeeping staff did a great job keeping our room clean and tidy.,staff_behavior,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-staff-behavior-024,The concierge was knowledgeable and went above and beyond to assist me.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-025,The waiter was attentive and made sure I was comfortable during my dining experience.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-026,I found the hotel staff to be courteous and professional at all times.,staff_behavior,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-staff-behavior-027,The receptionist was very friendly and helped me with my check-in process efficiently.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-028,I must commend the staff for their excellent communication during our stay.,staff_behavior,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-staff-behavior-029,The hotel staff were genuinely enthusiastic and made our visit enjoyable.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-030,"Despite a few minor issues, I was pleased with the overall service provided by the staff.",staff_behavior,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-staff-behavior-031,The staff was incredibly courteous and helped us settle in smoothly despite a last-minute change in plans. Their professionalism made the stay much more enjoyable.,staff_behavior,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-staff-behavior-032,"A bit too rushed, but still friendly. The staff tried to help quickly.",staff_behavior,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-staff-behavior-033,The room service staff were very helpful and brought our order exactly as we asked for it. They went above and beyond!,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-034,The housekeeping was prompt and did a great job cleaning the room. Very pleased with their efforts.,staff_behavior,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-staff-behavior-035,"A bit slow to respond, but once they got back to us, they were friendly and helpful. Good communication overall.",staff_behavior,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-staff-behavior-036,They went out of their way to make us feel welcome. The staff was attentive and responsive throughout our stay.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-037,The receptionist was very courteous and made us feel at home right away. Their professionalism was excellent.,staff_behavior,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-staff-behavior-038,"A bit forgetful, but still friendly and helpful. We appreciate their effort to serve us.",staff_behavior,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-staff-behavior-039,The staff were quick to help with any issues we had. They communicated clearly and effectively.,staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-staff-behavior-040,"They made a small mistake, but quickly rectified it in a very professional manner. Good attitude despite the issue.",staff_behavior,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-noise-events-001,The hotel's constant party music is unbearable. I had to sleep with a earplugs.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-002,I stayed during the city festival and it was loud all night. My sleep was ruined.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-003,The construction noise from next door kept me awake. It's frustrating.,noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-004,Crowd events in the lobby kept interrupting my peaceful stay. Very disruptive.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-005,"Hotel staff played loud music during check-in, affecting all rooms nearby.",noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-006,The hotel organized an event that spilled out into our room. It was a mess.,noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-007,"Every night, the building below has loud construction noises. Sleep is impossible.",noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-008,I had to leave early because the hotel's noise levels were too high.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-009,Hotel events keep interrupting my relaxing vacation. It's so frustrating.,noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-010,The building next door has constant music that keeps me awake at night.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-011,"The hotel was quiet at first, but then construction next door started and it got really noisy.",noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-012,My room had a constant hum from the neighbors' party all night long. It was unbearable.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-013,"The hotel organized an outdoor event that played music late into the night, disturbing my sleep.",noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-014,There were loud parties happening downstairs every Friday and Saturday. It's too noisy!,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-015,The hotel renovation caused a lot of noise and disruption. I had to stay elsewhere.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-016,"Every morning, the street outside played loud music until late. It woke me up every time.",noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-017,The hotel's fitness center was so noisy that it disturbed my sleep and work.,noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-018,"Crowds at the reception area were loud, which made it hard to talk or listen to music.",noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-019,"The construction next door was happening every day, and it was incredibly noisy.",noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-020,Loud parties in the lounge disturbed my sleep on several nights. It's very frustrating.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-021,I was woken up multiple times by construction noise in the middle of the night. This is unacceptable.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-022,The loud music from the party next door kept me awake for hours and I had to ask the manager to help.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-023,"There was a noisy event happening downstairs, which made it hard to sleep. The hotel should manage such events better.",noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-024,The construction crew was very loud during my stay and disturbed my sleep several times.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-025,Music from other guests' parties kept me awake at night. I had to ask for a room change.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-026,"There were too many people in the hotel, which created a lot of noise and made it difficult to relax.",noise_events,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-noise-events-027,The event happening next door was extremely loud and kept me up all night. This should not happen at a hotel.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-028,My room was near a construction site and I had to deal with constant noise during my stay.,noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-029,"There was an event in the hotel that disrupted our sleep, which is unacceptable for a quality establishment.",noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-030,The hotel should take better care of managing events that disturb other guests' sleep.,noise_events,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-noise-events-031,The hotel is far too noisy with construction happening right next door every night. It's impossible to sleep.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-032,"I had a terrible experience due to constant music playing in the lobby late into the night, disrupting my sleep.",noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-033,The hotel's noise policy was completely ignored by maintenance staff who were playing loud videos all day. It was unbearable.,noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-034,"Every evening there's a big concert party happening on the rooftop, and it spills over into our room through the balcony doors.",noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-035,Crowding at breakfast made it impossible to get a seat without disturbing my neighbors. It was really frustrating.,noise_events,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-noise-events-036,"The hotel is too noisy with construction equipment operating during the day, making it hard for me to relax.",noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-noise-events-037,I had a nightmare after hearing loud arguments happening in neighboring rooms throughout the night.,noise_events,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-noise-events-038,Music from parties downstairs was so loud that I had to move my furniture and carpeting to block it out. It was annoying.,noise_events,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-noise-events-039,"There's an event center next door that hosts concerts and talks, but it's far too close for comfort. The noise is constant.",noise_events,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-noise-events-040,I couldn't get a good night's sleep because of the construction happening in the basement all day long. It was terrible.,noise_events,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-001,I was disappointed with the value for money. The room was basic and the service slow.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-002,"The prices were unexpectedly high, especially considering the location and amenities.",pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-003,The billing process was confusing and seemed to include hidden fees that weren't clearly stated.,pricing_value,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-pricing-value-004,I felt like I was being overcharged for a simple room stay. The value just didn't match the cost.,pricing_value,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-005,"While the location was great, the room price was too high considering what it offered. Not worth it.",pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-006,The value for my booking was very low. The room and services did not justify the price.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-007,"I had to pay extra for breakfast and Wi-Fi, which made the overall cost feel unfair.",pricing_value,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-pricing-value-008,The room was decent but the value was poor. It felt like I could have gotten a better deal somewhere else.,pricing_value,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-009,"While the amenities were good, the pricing did not reflect their quality. Not recommended for its price.",pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-010,I expected better value for my money. The room and services didn't meet my expectations regarding cost.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-011,The room was lovely but the value for money left much to be desired.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-012,"I expected a better price for such a nice hotel, and I feel it wasn't worth it.",pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-013,The cost was surprisingly high for what we got. It feels like we didn't receive the value for our money.,pricing_value,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-014,"While the stay itself was great, I feel the pricing wasn't justified by the quality received.",pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-015,"I thought I was getting a better deal, but the cost ended up being more than expected. Not worth it.",pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-016,The hotel seemed cheap but the room and service were surprisingly good. The value was high!,pricing_value,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-pricing-value-017,I feel like I overpaid for a basic hotel stay. There's no value in this price.,pricing_value,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-018,The room was nice but the prices were through the roof. It felt like we wasted money.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-019,I expected a more affordable price for a hotel of this quality. The value for money is lacking.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-020,"While the location and amenities were good, the pricing was not fair compared to other hotels in the area.",pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-021,I'm disappointed with the pricing of our stay. We booked a premium room but felt we were overcharged.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-022,The value for money is very poor at this hotel. The amenities do not justify the high price tag.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-023,I feel like I'm getting a raw deal here. The room was clean but everything else felt expensive.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-024,"The billing process was confusing and lengthy, which added to our frustration with the overall value of our stay.",pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-025,I expected a luxury hotel but found the price-to-quality ratio disappointing.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-026,The room was basic and did not meet my expectations for the price paid. Value for money is lacking.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-027,We felt like we were scammed by the pricing at this hotel. Everything was overpriced.,pricing_value,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-028,The value of our stay was compromised due to hidden fees and expensive extras. We are regretting our choice.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-029,I feel like the hotel is trying to take advantage of us with its pricing strategy. The perceived value is low.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-030,"We were told this would be a great deal, but the final price was way too high for what we got.",pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-031,I was disappointed with the pricing as it felt very high for what I received.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-032,The value for money at this hotel is questionable given the amenities and services provided.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-033,"I expected a better experience for the price paid, as it feels like I'm getting less than advertised.",pricing_value,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-pricing-value-034,"The pricing was surprisingly low, which made me feel like I got a great deal.",pricing_value,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-pricing-value-035,"The room itself wasn't bad, but the value of the extra amenities charged separately was not worth it.",pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-036,I feel that my stay was underpriced for the quality and services received.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-pricing-value-037,"Despite being highly satisfied with the service, the price felt too steep for what I got.",pricing_value,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-pricing-value-038,"The pricing structure was confusing and not transparent, which made me feel like I wasn't getting a fair deal.",pricing_value,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-pricing-value-039,The value of my booking seemed to be on the lower side compared to other hotels in the area.,pricing_value,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-pricing-value-040,I feel like I'm paying too much for the amenities provided at this hotel.,pricing_value,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-001,I was very disappointed when I arrived and found out the check-in process took twice as long as it should have. The staff was rushed and unfriendly. I felt my reservation was mishandled.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-002,"The check-in was smooth and efficient. My room was ready upon arrival, and the staff were very helpful and friendly. It was a great start to my stay.",booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-003,"I had trouble finding my room when I checked in. The staff couldn't seem to help me locate it quickly, and it was frustrating.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-004,The check-in process was quick and painless. The hotel even offered an upgrade for free because of the delay! A great experience overall.,booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-005,"I had a reservation but forgot to make an extra deposit. When I arrived, they refused to let me check in without it. It's disappointing that such a small detail could cause issues.",booking_checkin,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-booking-checkin-006,"The hotel provided excellent check-in service. My room was ready when I arrived, and the staff were very friendly and helpful. It was a great start to my stay.",booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-007,I had trouble checking in because of last-minute changes to my reservation. The hotel helped me reschedule quickly but the process was stressful.,booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-008,"The check-in was quick and smooth. My room was spotless, and the staff were friendly and accommodating. It was a pleasant experience overall.",booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-009,"I had to wait for a long time in line to check in, which affected my arrival time. The hotel couldn't understand why it was an issue, but they did offer me a room upgrade for free.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-010,The check-in process was efficient and the staff were friendly and helpful. I left feeling satisfied with my stay and looking forward to returning soon.,booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-011,The hotel was a bit chaotic when I checked in. The staff seemed busy and didn't have time to help me find my room.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-012,"I had to wait for over an hour to check in, which is unacceptable for such a high-end hotel.",booking_checkin,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-booking-checkin-013,Everything went smoothly with the booking process and the check-in was quick and efficient.,booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-014,The staff were very accommodating and made sure I felt welcome right from the start.,booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-015,"I had to cancel my reservation last minute, but the process of getting a refund was handled quickly and without hassle.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-016,The hotel check-in process took longer than expected due to high demand during the holiday season.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-017,My check-in experience was absolutely fantastic. The staff were friendly and went above and beyond to make me feel at home.,booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-018,"I had some issues with my booking that caused a bit of stress, but I appreciate how quickly you helped resolve it.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-019,"The hotel's check-in process is seamless and efficient, which is a huge plus for me as a frequent traveler.",booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-020,"I had a minor issue with the booking confirmation email, but once I got in touch with your support team, they resolved it quickly.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-021,"I was quite disappointed when I arrived and found out that my room key was misplaced. They said it would take at least an hour to locate it. The staff seemed very busy and disorganized, which added to the frustration.",booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-022,"The check-in process was smooth and efficient. My reservation was confirmed without any delays, and I received a confirmation email shortly after my booking.",booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-023,"I made an early reservation and arrived at the hotel expecting everything to be perfect. However, when I checked in, they had misprinted my name on the door. It took them 15 minutes to correct it, which was very inconvenient.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-024,The hotel's front desk staff were extremely helpful and made sure that my check-in went smoothly. They even offered an upgrade to a better room for free since there was no vacancy in my preferred one.,booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-025,"I had to check out on short notice due to a family emergency, and the hotel accommodated me with ease. My room key was ready and waiting when I arrived, and they even helped me get my luggage packed.",booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-026,"My reservation was accidentally canceled at the last minute, but I received a full refund within 24 hours of notifying them. The hotel's customer service was prompt and professional in dealing with the situation.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-027,"I checked out late because there was an unexpected delay at my previous destination. However, they were very accommodating and allowed me to stay until I could catch a taxi back home. No extra charges applied.",booking_checkin,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-booking-checkin-028,"The hotel's check-in procedure was quite lengthy, and the front desk staff seemed overwhelmed with multiple guests checking in simultaneously. It took about an hour for my reservation to be confirmed, which was not ideal.",booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-029,I had a great experience with their front desk team during my check-in. They were very friendly and made sure everything went smoothly. I even received some personalized recommendations on nearby restaurants.,booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-030,"My reservation was confirmed, but there was a mix-up with the room type. It took them a while to rectify the situation, and I had to wait an additional night at no extra charge.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-031,I received a text message saying my room was ready at 10 AM when it should have been 2 PM.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-032,"The staff were very friendly and helped me find a nearby restaurant, but they made an error with my reservation date.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-033,I had to wait for over an hour after check-in due to the front desk being overloaded. It was frustrating.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-034,My deposit wasn't refunded when I canceled my reservation last minute. That's unacceptable.,booking_checkin,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-booking-checkin-035,The payment for my booking was charged twice by mistake. I had to call customer service to get it sorted out.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-036,"When I checked in, the staff said my room key was ready but they couldn't find it anywhere.",booking_checkin,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-booking-checkin-037,I had to cancel my reservation at the last minute because of a family emergency. My deposit wasn't returned in full.,booking_checkin,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-booking-checkin-038,"The check-in process was smooth, but I realized too late that I needed an extra bed for my family.",booking_checkin,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-booking-checkin-039,I had to wait a long time at the front desk due to their slow computer system. It was really frustrating.,booking_checkin,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-booking-checkin-040,"The staff were very helpful, but there was a mix-up with my reservation date, and I missed my flight.",booking_checkin,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-amenities-facilities-001,"The hotel lacked a proper pool area, which was disappointing.",amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-002,"I had to walk far from my room to reach the gym, and it didn't have any basic equipment.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-003,The spa services were mediocre at best. The masseuses weren't skilled enough.,amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-004,Free Wi-Fi was available but extremely slow and unreliable throughout the hotel.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-005,"Parking was limited, making it hard to find a spot close to the rooms.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-006,The elevators were slow and occasionally broke down during peak times.,amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-007,I had to pay extra for basic amenities like toiletries in the room.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-008,The hotel's restaurant was far from what I expected. It lacked many popular dishes.,amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-009,"Amenities were scattered and not well-organized, making them difficult to find.",amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-010,The fitness center had outdated equipment that didn't meet my needs.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-011,"The hotel's pool was my absolute favorite feature, and I spent most of my stay lounging there on a sunny day. The water was clear, the views were stunning, and the staff was always nearby to ensure everyone had a great time.",amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-012,"The gym at this hotel is surprisingly good for an economy resort. It's clean, well-equipped, and offers a decent selection of classes that are both affordable and effective.",amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-013,"The spa at the hotel is fantastic! I received a massage there last week, and it was incredibly relaxing and rejuvenating. Highly recommend this place for anyone looking to unwind after a long day.",amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-014,"Wi-Fi in the rooms was surprisingly slow, which made my online work from home experience difficult. If they can improve their internet service, I would definitely stay here again.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-015,The hotel's parking facility is conveniently located and well-maintained. The staff were friendly and efficient with handling any issues we had.,amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-016,Lifts in the hotel are relatively slow and not as quiet as they could be. This was a bit annoying when I needed to move around quickly during my stay.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-017,"The hotel has an excellent selection of dining options, including both indoor and outdoor seating areas. The food is always delicious and well-presented.",amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-018,The hotel's swimming pool area is pretty basic. There are no fancy features or amenities to make it stand out from other hotels in the area.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-019,"The gym at this resort is quite limited. It has a selection of machines, but there are few free weights and not many cardio options. It felt a bit outdated compared to more upscale hotels.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-020,"I was pleasantly surprised by the quality of the hotel's spa. The massage therapist I had was very skilled and attentive. Overall, it was one of my favorite parts of my stay.",amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-021,"The hotel's gym was very outdated and poorly maintained. The equipment was in good condition, but the cleanliness was lacking.",amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-022,"I stayed at this hotel last year and didn't have much to say about the amenities. The pool wasn't as big or clean as I remember, and the spa felt rushed during my visit.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-023,The hotel's Wi-Fi was slow and not always reliable. It really impacted my productivity while working remotely.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-024,"I appreciate that the hotel offers free parking, but it is located far from the main entrance which makes it inconvenient.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-025,The hotel has a great selection of amenities for guests. The pool and spa were clean and well-maintained.,amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-026,I'm disappointed with the lack of parking options at this hotel. It's frustrating to have to look for alternative places nearby.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-027,"The hotel provides complimentary Wi-Fi, which is nice, but it's not very fast or stable.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-028,I had a great time at this hotel and especially enjoyed the fitness center. The staff was friendly and helpful.,amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-029,"The hotel offers a variety of amenities, including a rooftop bar with a stunning view. The pool area is spacious and well-maintained.",amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-030,I'm not very impressed with the hotel's gym facilities. The equipment is old and doesn't look like it gets much use.,amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
